"""Preliminär Verifikationslista""",,,,,
Samis Jackets AB,,,,,
559489-5301,,,,,
"""Utskriftsdatum"": den 8 May 2026 11:20:20",,,,,
,,,,,
"""Räkenskapsår:"" 2024-07-01 - 2025-12-31",,,,,
"""Avser perioden"" 2024-07-01 - 2025-12-31",,,,,
,,,,,
"""Verifikation""","""Datum""","""Beskrivning/Konto""","""Typ""","""Debet""","""Kredit"""
,,1469 Förändring av lager av handelsvaror,,,11337.54
,,,,,
A 613,2025-07-01,Google G Suite software,,,
,,5410 Förbrukningsinventarier,,81.13,
,,2641 Debiterad ingående moms,,20.28,
,,"2893 Skulder till närstående personer, kortfristig del",,,101.41
,,,,,
A 614,2025-07-01,Fortnox software subscription,,,
,,5410 Förbrukningsinventarier,,119.20,
,,2641 Debiterad ingående moms,,29.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,149.00
,,,,,
A 615,2025-07-01,TikTok advertising,,,
,,5900 Reklam och PR (gruppkonto),,55.77,
,,"2893 Skulder till närstående personer, kortfristig del",,,55.77
,,,,,
A 616,2025-07-01,Bank fee - Marginalen monthly,,,
,,6570 Bankkostnader,,70.00,
,,1930 Företagskonto,,,70.00
,,,,,
A 617,2025-07-03,Lagar Hyra office rent,,,
,,5010 Lokalhyra,,1564.80,
,,2641 Debiterad ingående moms,,391.20,
,,1930 Företagskonto,,,1956.00
,,,,,
A 618,2025-07-03,Visma software,,,
,,5410 Förbrukningsinventarier,,1497.60,
,,2641 Debiterad ingående moms,,374.40,
,,1930 Företagskonto,,,1872.00
,,,,,
A 619,2025-07-03,Hyra Butik shop rent,,,
,,5010 Lokalhyra,,16440.00,
,,2641 Debiterad ingående moms,,4110.00,
,,1930 Företagskonto,,,20550.00
,,,,,
A 620,2025-07-03,Lagar Hyra office rent 2,,,
,,5010 Lokalhyra,,1564.80,
,,2641 Debiterad ingående moms,,391.20,
,,1930 Företagskonto,,,1956.00
,,,,,
A 621,2025-07-03,Worldline card sales,,,
,,1930 Företagskonto,,865.64,
,,1947 Worldline,,,865.64
,,,,,
A 622,2025-07-05,Moneygram Greece - business travel,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,2944.11,
,,"2893 Skulder till närstående personer, kortfristig del",,,2944.11
,,,,,
A 623,2025-07-06,Sormland traffic business travel,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,18.40,
,,2641 Debiterad ingående moms,,4.60,
,,"2893 Skulder till närstående personer, kortfristig del",,,23.00
,,,,,
A 624,2025-07-03,TEMU.COM - Business supplies,,,
,,5460 Förbrukningsmaterial,,339.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,339.00
,,,,,
A 625,2025-07-08,TEMU.COM - Business supplies,,,
,,5460 Förbrukningsmaterial,,702.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,702.00
,,,,,
A 626,2025-07-19,TikTok Ads - Marketing expense,,,
,,5900 Reklam och PR (gruppkonto),,2000.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,2000.00
,,,,,
A 627,2025-07-07,Aviation fee - flight booking,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,28.00,
,,2641 Debiterad ingående moms,,7.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,35.00
,,,,,
A 628,2025-07-07,Bolagsverket registration fee,,,
,,6250 Porto,,507.00,
,,1930 Företagskonto,,,507.00
,,,,,
A 629,2025-07-07,VAT payment to Skatteverket - Q2 balance,,,
,,1930 Företagskonto,,,20707.00
,,2650 Redovisningskonto för moms,,20707.00,
,,,,,
A 630,2025-07-07,Easy Cashier POS system,,,
,,5410 Förbrukningsinventarier,,2748.00,
,,2641 Debiterad ingående moms,,687.00,
,,1930 Företagskonto,,,3435.00
,,,,,
A 631,2025-07-07,Worldline card sales,,,
,,1930 Företagskonto,,3806.83,
,,1947 Worldline,,,3806.83
,,,,,
A 632,2025-07-08,Worldline card sales,,,
,,1930 Företagskonto,,2221.81,
,,1947 Worldline,,,2221.81
,,,,,
A 633,2025-07-10,Worldline card sales,,,
,,1930 Företagskonto,,1343.23,
,,1947 Worldline,,,1343.23
,,,,,
A 634,2025-07-14,Fatoora Riyadh - business travel,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,906.03,
,,"2893 Skulder till närstående personer, kortfristig del",,,906.03
,,,,,
A 635,2025-07-14,Worldline card sales,,,
,,1930 Företagskonto,,2837.70,
,,1947 Worldline,,,2837.70
,,,,,
A 636,2025-07-15,Worldline card sales,,,
,,1930 Företagskonto,,743.25,
,,1947 Worldline,,,743.25
,,,,,
A 637,2025-07-17,Worldline card sales,,,
,,1930 Företagskonto,,3845.66,
,,1947 Worldline,,,3845.66
,,,,,
A 638,2025-07-18,Arbetsformedlingen government subsidy,,,
,,1930 Företagskonto,,9119.00,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,9119.00
,,,,,
A 639,2025-07-18,Administrative fee payment,,,
,,6250 Porto,,500.00,
,,1930 Företagskonto,,,500.00
,,,,,
A 640,2025-07-21,Worldline card sales,,,
,,1930 Företagskonto,,198.00,
,,1947 Worldline,,,198.00
,,,,,
A 641,2025-07-21,Worldline card sales,,,
,,1930 Företagskonto,,493.50,
,,1947 Worldline,,,493.50
,,,,,
A 642,2025-07-22,Administrative fee payment,,,
,,6250 Porto,,250.00,
,,1930 Företagskonto,,,250.00
,,,,,
A 643,2025-07-24,Shareholder loan repayment,,,
,,"2893 Skulder till närstående personer, kortfristig del",,15274.28,
,,1930 Företagskonto,,,15274.28
,,,,,
A 644,2025-07-24,Bredband internet service,,,
,,5410 Förbrukningsinventarier,,625.00,
,,1930 Företagskonto,,,625.00
,,,,,
A 645,2025-07-24,Worldline card sales,,,
,,1930 Företagskonto,,2528.26,
,,1947 Worldline,,,2528.26
,,,,,
A 646,2025-07-28,Worldline card sales,,,
,,1930 Företagskonto,,4848.61,
,,1947 Worldline,,,4848.61
,,,,,
A 647,2025-07-29,Worldline card sales,,,
,,1930 Företagskonto,,3619.76,
,,1947 Worldline,,,3619.76
,,,,,
A 648,2025-07-30,Card terminal maintenance fee,,,
,,6570 Bankkostnader,,248.00,
,,1930 Företagskonto,,,248.00
,,,,,
A 649,2025-07-31,Worldline card sales,,,
,,1930 Företagskonto,,1865.60,
,,1947 Worldline,,,1865.60
,,,,,
A 650,2025-07-31,Anthropic AI software,,,
,,5410 Förbrukningsinventarier,,900.60,
,,2641 Debiterad ingående moms,,225.15,
,,"2893 Skulder till närstående personer, kortfristig del",,,1125.75
,,,,,
A 651,2025-08-01,Bank fee - August monthly,,,
,,6570 Bankkostnader,,70.00,
,,1930 Företagskonto,,,70.00
,,,,,
A 652,2025-08-01,Hyra Butik shop rent,,,
,,5010 Lokalhyra,,15986.40,
,,2641 Debiterad ingående moms,,3996.60,
,,1930 Företagskonto,,,19983.00
,,,,,
A 653,2025-08-01,Worldline card sales,,,
,,1930 Företagskonto,,6.14,
,,1947 Worldline,,,6.14
,,,,,
A 654,2025-08-01,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,125.00,
,,1945 Wise SEK,,,125.00
,,,,,
A 655,2025-08-02,Fortnox software subscription,,,
,,5410 Förbrukningsinventarier,,119.20,
,,2641 Debiterad ingående moms,,29.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,149.00
,,,,,
A 656,2025-08-04,Worldline card sales,,,
,,1930 Företagskonto,,6001.77,
,,1947 Worldline,,,6001.77
,,,,,
A 657,2025-08-04,Worldline card sales,,,
,,1930 Företagskonto,,2515.32,
,,1947 Worldline,,,2515.32
,,,,,
A 658,2025-08-06,Rent correction August,,,
,,5010 Lokalhyra,,1516.80,
,,2641 Debiterad ingående moms,,379.20,
,,1930 Företagskonto,,,1896.00
,,,,,
A 659,2025-08-07,Worldline card sales,,,
,,1930 Företagskonto,,3370.02,
,,1947 Worldline,,,3370.02
,,,,,
A 660,2025-08-08,Tele2 telecom service,,,
,,5410 Förbrukningsinventarier,,90.27,
,,2641 Debiterad ingående moms,,22.57,
,,"2893 Skulder till närstående personer, kortfristig del",,,112.84
,,,,,
A 661,2025-08-11,Customer payment via Bankgiro - direktbetalning,,,
,,1930 Företagskonto,,250.00,
,,3051 Försäljn varor 25% sv,,,250.00
,,,,,
A 662,2025-08-11,Worldline card sales,,,
,,1930 Företagskonto,,2418.89,
,,1947 Worldline,,,2418.89
,,,,,
A 663,2025-08-12,Worldline card sales,,,
,,1930 Företagskonto,,1757.15,
,,1947 Worldline,,,1757.15
,,,,,
A 664,2025-08-13,Worldline card sales,,,
,,1930 Företagskonto,,1.98,
,,1947 Worldline,,,1.98
,,,,,
A 665,2025-08-14,Worldline card sales,,,
,,1930 Företagskonto,,1879.51,
,,1947 Worldline,,,1879.51
,,,,,
A 666,2025-08-16,Clas Ohlson business supplies,,,
,,5920 Utomhus- och trafikreklam,,63.92,
,,2641 Debiterad ingående moms,,15.98,
,,"2893 Skulder till närstående personer, kortfristig del",,,79.90
,,,,,
A 667,2025-08-16,Shopify advertising EUR,,,
,,5900 Reklam och PR (gruppkonto),,409.08,
,,"2893 Skulder till närstående personer, kortfristig del",,,409.08
,,,,,
A 668,2025-08-16,IN & FINN AB business supplies,,,
,,5920 Utomhus- och trafikreklam,,192.80,
,,2641 Debiterad ingående moms,,48.20,
,,"2893 Skulder till närstående personer, kortfristig del",,,241.00
,,,,,
A 669,2025-08-18,Worldline card sales,,,
,,1930 Företagskonto,,1359.16,
,,1947 Worldline,,,1359.16
,,,,,
A 670,2025-08-26,Car insurance Bilforsakring,,,
,,"5620 Lastbils- och busskostnader, m.m.",,849.00,
,,1930 Företagskonto,,,849.00
,,,,,
A 671,2025-08-26,Worldline card sales,,,
,,1930 Företagskonto,,788.03,
,,1947 Worldline,,,788.03
,,,,,
A 672,2025-08-26,Hi3G telecom service,,,
,,5410 Förbrukningsinventarier,,972.00,
,,2641 Debiterad ingående moms,,243.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,1215.00
,,,,,
A 673,2025-08-27,Shareholder loan repayment 2,,,
,,"2893 Skulder till närstående personer, kortfristig del",,12000.00,
,,1930 Företagskonto,,,12000.00
,,,,,
A 674,2025-08-27,Administrative fee payment,,,
,,6250 Porto,,500.00,
,,1930 Företagskonto,,,500.00
,,,,,
A 675,2025-08-27,WISE account transfer,,,
,,1945 Wise SEK,,2500.00,
,,1930 Företagskonto,,,2500.00
,,,,,
A 676,2025-08-27,Worldline card sales,,,
,,1930 Företagskonto,,198.99,
,,1947 Worldline,,,198.99
,,,,,
A 677,2025-08-28,Worldline card sales,,,
,,1930 Företagskonto,,6558.62,
,,1947 Worldline,,,6558.62
,,,,,
A 678,2025-08-28,TikTok advertising,,,
,,5900 Reklam och PR (gruppkonto),,90.00,
,,1945 Wise SEK,,,90.00
,,,,,
A 679,2025-08-29,TikTok reversal credit,,,
,,1945 Wise SEK,,90.00,
,,5900 Reklam och PR (gruppkonto),,,90.00
,,,,,
A 680,2025-08-29,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,138.00,
,,1945 Wise SEK,,,138.00
,,,,,
A 681,2025-08-29,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,21.09,
,,1945 Wise SEK,,,21.09
,,,,,
A 682,2025-08-29,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,152.00,
,,1945 Wise SEK,,,152.00
,,,,,
A 683,2025-08-29,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,14.55,
,,1945 Wise SEK,,,14.55
,,,,,
A 684,2025-08-30,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,167.00,
,,1945 Wise SEK,,,167.00
,,,,,
A 685,2025-08-30,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,49.33,
,,1945 Wise SEK,,,49.33
,,,,,
A 686,2025-08-31,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,184.00,
,,1945 Wise SEK,,,184.00
,,,,,
A 687,2025-08-31,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,45.23,
,,1945 Wise SEK,,,45.23
,,,,,
A 688,2025-09-01,Bank fee - September monthly,,,
,,6570 Bankkostnader,,70.00,
,,1930 Företagskonto,,,70.00
,,,,,
A 689,2025-09-01,Worldline card sales,,,
,,1930 Företagskonto,,4095.38,
,,1947 Worldline,,,4095.38
,,,,,
A 690,2025-09-01,Worldline card sales,,,
,,1930 Företagskonto,,1.50,
,,1947 Worldline,,,1.50
,,,,,
A 691,2025-09-01,TikTok advertising,,,
,,5900 Reklam och PR (gruppkonto),,267.72,
,,1945 Wise SEK,,,267.72
,,,,,
A 692,2025-09-02,Rent correction September,,,
,,5010 Lokalhyra,,1516.80,
,,2641 Debiterad ingående moms,,379.20,
,,1930 Företagskonto,,,1896.00
,,,,,
A 693,2025-09-02,Worldline card sales,,,
,,1930 Företagskonto,,774.10,
,,1947 Worldline,,,774.10
,,,,,
A 694,2025-09-02,Facebook ad credit reversal,,,
,,1945 Wise SEK,,184.00,
,,5900 Reklam och PR (gruppkonto),,,184.00
,,,,,
A 695,2025-09-03,Bank service fees,,,
,,6570 Bankkostnader,,248.00,
,,1930 Företagskonto,,,248.00
,,,,,
A 696,2025-09-03,Fortnox software subscription,,,
,,5410 Förbrukningsinventarier,,119.20,
,,2641 Debiterad ingående moms,,29.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,149.00
,,,,,
A 697,2025-09-03,Temu business supplies,,,
,,"2893 Skulder till närstående personer, kortfristig del",,281.19,
,,1945 Wise SEK,,,281.19
,,,,,
A 698,2025-09-03,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,65.77,
,,1945 Wise SEK,,,65.77
,,,,,
A 699,2025-09-04,WISE account transfer,,,
,,1945 Wise SEK,,5000.00,
,,1930 Företagskonto,,,5000.00
,,,,,
A 700,2025-09-04,Worldline card sales,,,
,,1930 Företagskonto,,11344.02,
,,1947 Worldline,,,11344.02
,,,,,
A 701,2025-09-04,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,202.00,
,,1945 Wise SEK,,,202.00
,,,,,
A 702,2025-09-04,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,184.00,
,,1945 Wise SEK,,,184.00
,,,,,
A 703,2025-09-04,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,221.00,
,,1945 Wise SEK,,,221.00
,,,,,
A 704,2025-09-04,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,18.73,
,,1945 Wise SEK,,,18.73
,,,,,
A 705,2025-09-04,Facebook advertising,,,
,,5900 Reklam och PR (gruppkonto),,241.00,
,,1945 Wise SEK,,,241.00
,,,,,
A 706,2025-09-05,Worldline card sales,,,
,,1930 Företagskonto,,4529.31,
,,1947 Worldline,,,4529.31
,,,,,
A 707,2025-09-05,OpenAI AI software,,,
,,5410 Förbrukningsinventarier,,96.72,
,,2641 Debiterad ingående moms,,24.18,
,,"2893 Skulder till närstående personer, kortfristig del",,,120.90
,,,,,
A 708,2025-09-06,Worldline card sales,,,
,,1930 Företagskonto,,3904.36,
,,1947 Worldline,,,3904.36
,,,,,
A 709,2025-09-06,Malardalstrafik business transport,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,293.60,
,,2641 Debiterad ingående moms,,73.40,
,,"2893 Skulder till närstående personer, kortfristig del",,,367.00
,,,,,
A 710,2025-09-08,Hyra Butik shop rent,,,
,,5010 Lokalhyra,,15986.40,
,,2641 Debiterad ingående moms,,3996.60,
,,1930 Företagskonto,,,19983.00
,,,,,
A 711,2025-09-09,Worldline card sales,,,
,,1930 Företagskonto,,5495.34,
,,1947 Worldline,,,5495.34
,,,,,
A 712,2025-09-13,Shopify advertising EUR,,,
,,5900 Reklam och PR (gruppkonto),,400.82,
,,"2893 Skulder till närstående personer, kortfristig del",,,400.82
,,,,,
A 713,2025-09-15,Worldline card sales,,,
,,1930 Företagskonto,,8216.41,
,,1947 Worldline,,,8216.41
,,,,,
A 714,2025-09-15,Worldline card sales,,,
,,1930 Företagskonto,,3500.37,
,,1947 Worldline,,,3500.37
,,,,,
A 715,2025-09-18,Worldline card sales,,,
,,1930 Företagskonto,,2649.66,
,,1947 Worldline,,,2649.66
,,,,,
A 716,2025-09-22,WISE account transfer,,,
,,1945 Wise SEK,,12000.00,
,,1930 Företagskonto,,,12000.00
,,,,,
A 717,2025-09-22,Worldline card sales,,,
,,1930 Företagskonto,,6306.25,
,,1947 Worldline,,,6306.25
,,,,,
A 718,2025-09-22,Worldline card sales,,,
,,1930 Företagskonto,,5883.39,
,,1947 Worldline,,,5883.39
,,,,,
A 719,2025-09-22,Hi3G telecom service,,,
,,5410 Förbrukningsinventarier,,1288.80,
,,2641 Debiterad ingående moms,,322.20,
,,"2893 Skulder till närstående personer, kortfristig del",,,1611.00
,,,,,
A 720,2025-09-24,TikTok advertising,,,
,,5900 Reklam och PR (gruppkonto),,1588.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,1588.00
,,,,,
A 721,2025-09-25,Worldline card sales,,,
,,1930 Företagskonto,,10481.25,
,,1947 Worldline,,,10481.25
,,,,,
A 722,2025-09-26,Rent correction September,,,
,,5010 Lokalhyra,,1612.80,
,,2641 Debiterad ingående moms,,403.20,
,,1930 Företagskonto,,,2016.00
,,,,,
A 723,2025-09-26,Additional rent September,,,
,,5010 Lokalhyra,,16127.20,
,,2641 Debiterad ingående moms,,4031.80,
,,1930 Företagskonto,,,20159.00
,,,,,
A 724,2025-09-26,Plusgiro service fee,,,
,,6570 Bankkostnader,,248.00,
,,1930 Företagskonto,,,248.00
,,,,,
A 725,2025-09-29,Worldline card sales,,,
,,1930 Företagskonto,,12047.34,
,,1947 Worldline,,,12047.34
,,,,,
A 726,2025-09-30,Shareholder loan repayment 3,,,
,,"2893 Skulder till närstående personer, kortfristig del",,27905.00,
,,1930 Företagskonto,,,27905.00
,,,,,
A 727,2025-09-30,Worldline settlement,,,
,,1930 Företagskonto,,17122.87,
,,1947 Worldline,,,17122.87
,,,,,
A 728,2025-09-30,Shareholder loan repayment 4,,,
,,"2893 Skulder till närstående personer, kortfristig del",,17000.00,
,,1930 Företagskonto,,,17000.00
,,,,,
A 729,2025-09-30,St1 Gillbergaplan fuel,,,
,,"5611 Drivmedel för personbilar, mc, m.m.",,784.62,
,,2641 Debiterad ingående moms,,196.15,
,,"2893 Skulder till närstående personer, kortfristig del",,,980.77
,,,,,
A 730,2025-08-10,Resecentrum travel booking,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,908.80,
,,2641 Debiterad ingående moms,,227.20,
,,"2893 Skulder till närstående personer, kortfristig del",,,1136.00
,,,,,
A 731,2025-08-11,National Express - business transport,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,279.99,
,,"2893 Skulder till närstående personer, kortfristig del",,,279.99
,,,,,
A 732,2025-08-26,Budgetair flight booking,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,555.88,
,,"2893 Skulder till närstående personer, kortfristig del",,,555.88
,,,,,
A 733,2025-09-05,Aviation fee,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,31.20,
,,2641 Debiterad ingående moms,,7.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,39.00
,,,,,
A 734,2025-08-01,Google G Suite software,,,
,,5410 Förbrukningsinventarier,,58.40,
,,2641 Debiterad ingående moms,,14.61,
,,"2893 Skulder till närstående personer, kortfristig del",,,73.01
,,,,,
A 735,2025-09-01,Google G Suite software,,,
,,5410 Förbrukningsinventarier,,56.65,
,,2641 Debiterad ingående moms,,14.18,
,,"2893 Skulder till närstående personer, kortfristig del",,,70.83
,,,,,
A 736,2025-09-02,Shopify advertising EUR,,,
,,5900 Reklam och PR (gruppkonto),,156.65,
,,"2893 Skulder till närstående personer, kortfristig del",,,156.65
,,,,,
A 737,2025-09-30,Q3 2025 card sales via Worldline,,,
,,1947 Worldline,,155780.70,
,,3051 Försäljn varor 25% sv,,,124624.56
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,31156.14
,,,,,
A 738,2025-09-30,Q3 2025 cash sales,,,
,,1910 Kassa,,26271.17,
,,3051 Försäljn varor 25% sv,,,21016.94
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,5254.23
,,,,,
A 739,2025-09-30,Worldline transaction fees Q3 2025,,,
,,6570 Bankkostnader,,772.36,
,,1947 Worldline,,,772.36
,,,,,
A 740,2025-07-15,Shopify EUR card purchase - Wise USD,,,
,,1942 Wise USD,,,398.01
,,5900 Reklam och PR (gruppkonto),,398.01,
,,,,,
A 741,2025-07-01,Google Cloud SEK card purchase - Wise USD,,,
,,1942 Wise USD,,,172.81
,,5410 Förbrukningsinventarier,,172.81,
,,,,,
A 742,2025-09-22,SEK to USD conversion - Wise platform,,,
,,1942 Wise USD,,9602.44,
,,1945 Wise SEK,,,9602.44
,,,,,
A 743,2025-09-22,Transfer payment from Wise USD account,,,
,,1942 Wise USD,,,9426.49
,,"2893 Skulder till närstående personer, kortfristig del",,9426.49,
,,,,,
A 744,2025-08-18,"Betalning moms fr period: April-Juni 2025 (korrigerad med verifikation A761 av Mohammad Sami Alsharef, 2025-10-27)",,,
,,2650 Redovisningskonto för moms,,26668.00,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,26668.00
,,,,,
A 745,2025-06-30,terbitalning till nra stnde ,,,
,,"2893 Skulder till närstående personer, kortfristig del",,35000.00,
,,1910 Kassa,,,35000.00
,,,,,
A 746,2025-09-30,Momsredovisning juli-september 2025,,,
,,2641 Debiterad ingående moms,,,20696.30
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,36410.37,
,,2650 Redovisningskonto för moms,,,15714.00
,,3740 Öres- och kronutjämning,,,0.07
,,,,,
A 747,2025-02-12,Debiterad preliminarskatt februari 2025,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,1716.00
,,2510 Skatteskulder,,1716.00,
,,,,,
A 748,2025-03-01,Kostnadsranta skattekonto mars,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,13.00
,,8423 Räntekostnader för skatter och avgifter,,13.00,
,,,,,
A 749,2025-03-12,Debiterad preliminarskatt mars 2025,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,1716.00
,,2510 Skatteskulder,,1716.00,
,,,,,
A 750,2025-03-13,Beslut korrigering preliminarskatt 1,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,1716.00,
,,2510 Skatteskulder,,,1716.00
,,,,,
A 751,2025-03-13,Beslut korrigering preliminarskatt 2,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,1716.00,
,,2510 Skatteskulder,,,1716.00
,,,,,
A 752,2025-04-05,Korrigerad kostnadsranta,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,13.00,
,,8423 Räntekostnader för skatter och avgifter,,,13.00
,,,,,
A 753,2025-06-12,Arbetsgivaravgift maj 2025,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,7917.00
,,2510 Skatteskulder,,7917.00,
,,,,,
A 754,2025-06-12,Avdragen skatt maj 2025,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,8316.00
,,2510 Skatteskulder,,8316.00,
,,,,,
A 755,2025-06-12,Anstallningsstod juni 2025 fran Arbetsformedlingen,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,21027.00,
,,3980 Erhållna offentliga bidrag,,,21027.00
,,,,,
A 756,2025-07-05,Intaktsranta skattekonto juli,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,7.00,
,,8311 Ränteintäkter från bank,,,7.00
,,,,,
A 757,2025-07-08,Inbetalning till skattekonto moms,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,20707.00,
,,2650 Redovisningskonto för moms,,,20707.00
,,,,,
A 758,2025-07-09,Beslut moms september 2024 kredit,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,1485.00,
,,2650 Redovisningskonto för moms,,,1485.00
,,,,,
A 759,2025-07-09,Beslut moms oktober-december 2024 kredit,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,16027.00,
,,2650 Redovisningskonto för moms,,,16027.00
,,,,,
A 760,2025-07-14,Arbetsgivaravgift juni 2025,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,3431.00
,,2510 Skatteskulder,,3431.00,
,,,,,
A 761,2025-07-14,Avdragen skatt juni 2025,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,3276.00
,,2510 Skatteskulder,,3276.00,
,,,,,
A 762,2025-07-14,Anstallningsstod juli 2025 fran Arbetsformedlingen,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,9112.00,
,,3980 Erhållna offentliga bidrag,,,9112.00
,,,,,
A 763,2025-08-02,Intaktsranta skattekonto augusti,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,34.00,
,,8311 Ränteintäkter från bank,,,34.00
,,,,,
A 764,2025-08-02,Korrigerad intaktsranta augusti,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,82.00,
,,8311 Ränteintäkter från bank,,,82.00
,,,,,
A 765,2025-08-12,Beslut moms januari-mars 2025 debitering,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,11551.00
,,2650 Redovisningskonto för moms,,11551.00,
,,,,,
A 766,2025-09-06,Intaktsranta skattekonto september,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,13.00,
,,8311 Ränteintäkter från bank,,,13.00
,,,,,
A 767,2025-09-06,Korrigerad intaktsranta september,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,29.00
,,8423 Räntekostnader för skatter och avgifter,,29.00,
,,,,,
A 768,2025-02-01,Manadsavgift Foretagskonto - February,,,
,,1930 Företagskonto,,,70.00
,,6570 Bankkostnader,,70.00,
,,,,,
A 769,2025-03-01,Manadsavgift Foretagskonto - March,,,
,,1930 Företagskonto,,,70.00
,,6570 Bankkostnader,,70.00,
,,,,,
A 770,2025-04-01,Manadsavgift Foretagskonto - April,,,
,,1930 Företagskonto,,,70.00
,,6570 Bankkostnader,,70.00,
,,,,,
A 771,2025-05-01,Manadsavgift Foretagskonto - May,,,
,,1930 Företagskonto,,,70.00
,,6570 Bankkostnader,,70.00,
,,,,,
A 772,2025-06-01,Manadsavgift Foretagskonto - June,,,
,,1930 Företagskonto,,,70.00
,,6570 Bankkostnader,,70.00,
,,,,,
A 773,2025-02-28,Lokalhyra februari - Lagar office rent,,,
,,1930 Företagskonto,,,1896.00
,,5010 Lokalhyra,,1516.80,
,,2641 Debiterad ingående moms,,379.20,
,,,,,
A 774,2025-03-27,HECKSHER LINIEAGENTURER AB - Tull inspect report shipping,,,
,,1930 Företagskonto,,,2875.00
,,"6991 Övriga externa kostnader, avdragsgilla",,2300.00,
,,2641 Debiterad ingående moms,,575.00,
,,,,,
A 775,2025-04-01,Plusgiro - Payment,,,
,,1930 Företagskonto,,,497.00
,,"6991 Övriga externa kostnader, avdragsgilla",,397.60,
,,2641 Debiterad ingående moms,,99.40,
,,,,,
A 776,2025-10-06,St1 Gillbergaplan - Company fuel,,,
,,"5611 Drivmedel för personbilar, mc, m.m.",,725.18,
,,2641 Debiterad ingående moms,,181.29,
,,"2893 Skulder till närstående personer, kortfristig del",,,906.47
,,,,,
A 777,2025-10-07,TEMU.COM - Company purchase,,,
,,4000 Inköp av handelsvaror (gruppkonto),,893.82,
,,2641 Debiterad ingående moms,,223.46,
,,"2893 Skulder till närstående personer, kortfristig del",,,1117.28
,,,,,
A 778,2025-10-09,AMAZONMKTPLC - Company purchase,,,
,,4000 Inköp av handelsvaror (gruppkonto),,1035.10,
,,2641 Debiterad ingående moms,,258.77,
,,"2893 Skulder till närstående personer, kortfristig del",,,1293.87
,,,,,
A 779,2025-10-10,PEGASUS Turkey flight - Company travel,,,
,,5810 Biljetter,,867.14,
